data_datetime;Feature 1;Feature 2;Feature 3;Feature 4;Feature 5;Feature 6
2023-02-23 08:23:00+00:00;10.4800577;26.20253;932.4585;102.4;27.3239231;240.7938176
2023-02-23 08:33:00+00:00;10.19244;26.18881;923.4617;102.4;27.3;240.9359427
2023-02-23 08:43:00+00:00;10.7524967;26.1850033;962.1722;102.4;27.2879925;240.0591021
2023-02-23 08:53:00+00:00;11.07239;26.1513042;956.7676;102.4;27.32;239.3512423
2023-02-23 09:03:00+00:00;10.8601494;26.10495;926.090149;102.4;27.2959862;239.5112918
2023-02-23 09:13:00+00:00;10.4972343;26.0700378;963.50116;102.4;27.3080044;241.0257675
2023-02-23 09:23:00+00:00;10.4411564;26.0387974;900.1762;102.5;27.3580761;242.5105911
2023-02-23 09:33:00+00:00;9.470028;26.0549717;922.334;102.4603;27.42;243.300948
2023-02-23 09:43:00+00:00;8.913749;26.0824986;918.8178;102.439926;27.4599266;240.9965939
2023-02-23 09:53:00+00:00;7.66257429;26.1575146;912.588745;102.5;27.6080379;240.7527185
2023-02-23 10:03:00+00:00;6.637422;26.2399521;914.8525;102.5;27.71;237.6402165
2023-02-23 10:13:00+00:00;7.100037;26.3399773;919.3549;102.5;27.7900887;245.0079821
2023-02-23 10:23:00+00:00;5.52627;26.4200211;943.4951;102.5;27.879858;240.7942358
2023-02-23 10:33:00+00:00;4.2400074;26.5212574;958.0587;102.5;28.05799;241.7224075
2023-02-23 10:43:00+00:00;3.561191;26.65;954.713562;102.5;28.2479763;241.5055508
2023-02-23 10:53:00+00:00;2.00764728;26.7861023;900.2958;102.5;28.4381657;239.9597313
2023-02-23 11:03:00+00:00;1.78125;26.9012833;910.1747;102.53994;28.64796;241.307461
2023-02-23 11:13:00+00:00;0.847705;27.0125;930.5174;102.6;28.786005;239.0498132
2023-02-23 11:23:00+00:00;0.05;27.1724281;956.9983;102.6;28.9840336;241.4108065
2023-02-23 11:33:00+00:00;0.04500314;27.2987461;939.021851;102.6;29.21589;240.0769465
2023-02-23 11:43:00+00:00;0.05;27.4486866;924.746948;102.700005;29.42796;236.9677656
2023-02-23 11:53:00+00:00;0.05;27.6075134;957.019958;102.700005;29.7659912;239.5409408
2023-02-23 12:03:00+00:00;0.05;27.7549915;966.429;102.700005;30.0120049;242.2428128
2023-02-23 12:13:00+00:00;0.0549615;27.87371;915.1019;102.700005;30.2519283;242.2865192
2023-02-23 12:23:00+00:00;0.05;28.0150528;956.2268;102.700005;30.56996;241.3395348
2023-02-23 12:33:00+00:00;0.05625;28.1674862;914.9961;102.739822;30.834074;241.5293591
2023-02-23 12:43:00+00:00;0.05494116;28.3260136;918.0773;102.739777;31.0901146;239.6602638
2023-02-23 12:53:00+00:00;0.05625;28.3723965;943.5275;102.7601;31.25399;242.3636566
2023-02-23 13:03:00+00:00;0.05493575;28.3723717;922.378845;102.74;31.3899956;239.3026274
2023-02-23 13:13:00+00:00;0.05625;28.3802071;935.074341;102.760773;31.4386139;240.2645663
2023-02-23 13:23:00+00:00;0.05625;28.38125;932.1749;102.739731;31.5501366;243.5568674
2023-02-23 13:33:00+00:00;0.051289376;28.43125;912.0898;102.8;31.6558952;241.7211621
2023-02-23 13:43:00+00:00;0.05625;28.4575348;864.5335;102.8;31.8200436;240.4937911
2023-02-23 13:53:00+00:00;0.05625;28.51875;895.3944;102.8;32.04801;238.7510135
2023-02-23 14:03:00+00:00;0.05625;28.5787239;909.4287;102.8;32.1718864;239.4299401
2023-02-23 14:13:00+00:00;0.05;28.6325188;881.8116;102.8;32.42201;236.256351
2023-02-23 14:23:00+00:00;0.051264104;28.725;928.7313;102.8;32.752018;236.1376646
2023-02-23 14:33:00+00:00;0.05625;28.68125;942.5902;102.8;32.9;242.614267
2023-02-23 14:43:00+00:00;0.05625;28.55;886.935669;102.8;32.8699722;242.1563101
2023-02-23 14:53:00+00:00;0.05625;28.4200535;918.694763;102.8;32.9440956;241.7136718
2023-02-23 15:03:00+00:00;0.05625;28.388792;883.0851;102.8;33.0501137;242.9454325
2023-02-23 15:13:00+00:00;0.054960065;28.34375;953.595947;102.8;33.17203;241.3319203
2023-02-23 15:23:00+00:00;0.051267084;28.2625;914.4501;102.8;33.1459541;245.8160259
2023-02-23 15:33:00+00:00;0.05625;28.347393;909.902039;102.8;33.4279633;241.4097001
2023-02-23 15:43:00+00:00;0.051334184;28.513834;940.7676;102.8;33.7639732;239.2814133
2023-02-23 15:53:00+00:00;0.05;28.6898155;933.7812;102.8;34.0958862;243.1363664
2023-02-23 16:03:00+00:00;0.05;28.8487015;986.0599;102.8;34.40399;242.1093467
2023-02-23 16:13:00+00:00;0.05;28.9674454;968.517;102.8;34.6639938;242.370148
2023-02-23 16:23:00+00:00;0.05;29.05625;885.5161;102.8;34.741787;241.6221927
2023-02-23 16:33:00+00:00;0.05;29.10625;932.884033;102.8;34.6840973;242.2212838
2023-02-23 16:43:00+00:00;0.05;29.0173035;962.3017;102.8;34.5078659;243.6806152
2023-02-23 16:53:00+00:00;0.05;28.878643;932.333862;102.8;34.2758827;240.8131077
2023-02-23 17:03:00+00:00;0.05;28.7139664;907.8826;102.8;34.1060066;238.4652778
2023-02-23 17:13:00+00:00;0.05;28.6125;948.83;102.8;34.0099754;236.0370831
2023-02-23 17:23:00+00:00;0.05;28.5736942;965.3375;102.8;33.9319229;238.9085768
2023-02-23 17:33:00+00:00;0.05;28.5099945;926.230042;102.739838;33.9;239.7420827
2023-02-23 17:43:00+00:00;0.05;28.5049438;897.300537;102.8;33.82799;243.1505291
2023-02-23 17:53:00+00:00;0.05;28.5161667;942.4903;102.760246;33.7218056;243.2725407
2023-02-23 18:03:00+00:00;0.05;28.55625;924.4046;102.8;33.62;240.030775
2023-02-23 18:13:00+00:00;0.05;28.62132;930.367554;102.700005;33.4378967;241.3757743
2023-02-23 18:23:00+00:00;0.22371386;28.68125;938.645569;102.700005;33.317997;242.0460996
2023-02-23 18:33:00+00:00;0.982305646;28.670023;934.7995;102.700005;33.1780167;239.6399121
2023-02-23 18:43:00+00:00;2.306218;28.6862431;891.1833;102.700005;33.03995;239.3970381
2023-02-23 18:53:00+00:00;2.85625;28.6362381;918.0498;102.700005;32.880352;240.5906518
2023-02-23 19:03:00+00:00;4.33762169;28.58249;968.8036;102.6;32.6680832;240.1669341
2023-02-23 19:13:00+00:00;8.9585;28.41875;939.3427;102.6;32.41225;238.6413765
2023-02-23 19:23:00+00:00;11.8459129;28.2125;952.550659;102.5;32.0460167;241.6056693
2023-02-23 19:33:00+00:00;13.0987167;27.9674664;948.7797;102.5;31.80789;239.9463273
2023-02-23 19:43:00+00:00;13.1523447;27.7325516;953.8397;102.5;31.5678139;241.1341966
2023-02-23 19:53:00+00:00;13.7449484;27.5087757;937.69;102.4;31.48;245.9414405
2023-02-23 20:03:00+00:00;14.9746895;27.3289356;919.390259;102.4;31.57797;243.0448644
2023-02-23 20:13:00+00:00;15.1599951;27.18125;932.249756;102.4;31.8080883;240.795684
